;;IMBD;IFUS;S;ICE MARKETS BONDS;;ATLANTA;WWW.THEICE.COM;Dez 13;ACTIVE;Jun 11;ELECTRONIC PLATFORM TO TRADE FUTURES AND OPTIONS PRODUCTS.
;;IMCC;IFUS;S;ICE CREDIT TRADE;;NEW YORK;WWW.THEICE.COM;Jun 20;ACTIVE;Aug 13;ELECTRONIC MARKET FOR FIXED INCOME PRODUCTS.
;;IMCG;IFUS;S;CREDITEX LLC;;NEW YORK;WWW.THEICE.COM;Jun 15;ACTIVE;Aug 13;OTC MARKET FOR CREDIT DERIVATIVES
;;IMCR;IFUS;S;ICE MARKETS CREDIT;;ATLANTA;WWW.THEICE.COM;Dez 13;ACTIVE;Jun 11;ELECTRONIC PLATFORM TO TRADE CREDIT PRODUCTS.
;;IMCS;IMCS;O;IMC FINANCIAL MARKETS;;CHICAGO;WWW.IMC.COM;Jun 17;ACTIVE;Jun 17;ELECTRONIC TRADING PLATFORM.
;;IMEN;IFUS;S;ICE MARKETS ENERGY;;ATLANTA;WWW.THEICE.COM;Dez 13;ACTIVE;Jun 11;ELECTRONIC PLATFORM TO TRADE ENERGY PRODUCTS.
;;IMFX;IFUS;S;ICE MARKETS FOREIGN EXCHANGE;;ATLANTA;WWW.THEICE.COM;Dez 13;ACTIVE;Mai 11;ELECTRONIC TRADING PLATFORM FOR OTC DERIVATIVES.
;;IMIR;IFUS;S;ICE MARKETS RATES;;ATLANTA;WWW.THEICE.COM;Dez 13;ACTIVE;Okt 11;ELECTRONIC PLATFORM TO TRADE CURRENCY PRODUCTS.
;;INCA;XINS;S;INSTINET DESK CROSS;;NEW YORK;WWW.INSTINET.COM;Dez 17;ACTIVE;Dez 17;
;;INCR;INCR;O;INTELLIGENTCROSS;;STAMFORD;WWW.INTELLIGENTCROSS.COM;Okt 19;ACTIVE;Mai 18;INTELLIGENTCROSS MIDPOINT.
;;ISDA;ISDA;O;ISDAFIX;;NEW YORK;WWW2.ISDA.ORG;Nov 12;ACTIVE;Nov 12;SCREEN SERVICE FOR SWAP RATES FOR SWAP TRANSACTIONS WORLDWIDE.
;;ITGI;ITGI;O;ITG - POSIT;;NEW YORK;WWW.ITG.COM;Mrz 13;ACTIVE;Dez 05;ATS
;;JEFX;JEFX;O;JETX;;NEW YORK;WWW.JEFFERIES.COM;Jul 14;ACTIVE;Jul 14;DARK POOL FOR NMS EQUITIES
;;JLQD;JLQD;O;JUMP LIQUIDITY;JLQD;CHICAGO;WWW.JUMPLIQUIDITY.COM;Sep 19;ACTIVE;Sep 17;MULTI-ASSET PLATFORM FOR SECURITIES, FUTURES, AND FX.
;;JNST;JNST;O;JANE STREET CAPITAL, LLC;;NEW YORK;WWW.JANESTREET.COM;Mrz 20;ACTIVE;Mrz 20;WHOLESALING PLATFORM.
;;JPBX;JPBX;O;JPBX;JPBX;NEW YORK;WWW.JPMORGAN.COM;Jan 17;ACTIVE;Jan 17;J.P. MORGAN ATS
;;JPMS;JPMS;O;JPMS, LLC;;NEW YORK;WWW.JPMORGAN.COM/COUNTRY/US/EN/CIB/MARKETS-INVESTOR-SERVICES/AQUA;Apr 19;ACTIVE;Apr 19;
;;JPMX;JPMX;O;JPMX;JPMX;NEW YORK;WWW.JPMORGAN.COM;Feb 12;ACTIVE;Feb 12;J.P. MORGAN ATS
;;JSES;JSES;O;JANE STREET EXECUTION SERVICES LLC;JX;NEW YORK;WWW.JANESTREET.COM;Apr 14;ACTIVE;Apr 14;ELECTRONIC TRADING PLATFORM
;;JSJX;JSJX;O;JANE STREET JX;JX;NEW YORK;WWW.JANESTREET.COM;Jan 16;ACTIVE;Jan 16;ELECTRONIC TRADING PLATFORM (JANE STREET CAPITAL LLC)
;;KLSH;KLSH;O;KALSHIEX LLC;KEX;NEW YORK;WWW.KALSHI.COM;Mrz 21;ACTIVE;Mrz 21;DESIGNATED CONTRACT MARKET.
;;KNCM;KNIG;S;KNIGHT CAPITAL MARKETS LLC;;JERSEY CITY;WWW.KNIGHT.COM;Mai 10;ACTIVE;Mai 10;KCM PRIMARILY OPERATES AS A MARKET-MAKER IN THE OVER-THE-COUNTER MARKET FOR NEW YORK STOCK EXCHANGE AND AMERICAN STOCK EXCHANGE LISTED SECURITIES.
;;KNEM;KNIG;S;KNIGHT EQUITY MARKETS LP;;JERSEY CITY;WWW.KNIGHT.COM;Mai 10;ACTIVE;Mai 10;KEM OPERATES AS A MARKET-MAKER IN OVER-THE-COUNTER EQUITY SECURITIES, PRIMARILY THOSE TRADED IN THE NASDAQ STOCK MARKET AND ON THE OTC BULLETIN BOARD.
;;KNIG;KNIG;O;KNIGHT;;JERSEY CITY;WWW.KNIGHT.COM;Mrz 13;ACTIVE;Mrz 13;
;;KNLI;KNIG;S;KNIGHT LINK;;JERSEY CITY;WWW.KNIGHT.COM;Dez 08;ACTIVE;Dez 08;ELECTRONIC MARKET MAKER, ALTERNATIVE LIQUIDITY PROVIDER FOR US AND EUROPEAN STOCKS
;;LAMP;LAMP;O;LAMPOST CAPITAL;LAMP;BOCA RATON;WWW.THELAMPOST.COM;Sep 19;ACTIVE;Sep 19;US BROKER-DEALER.
;;LASF;LASF;O;LATAM SEF;;NEW YORK;WWW.LATAMSEF.COM;Jul 14;ACTIVE;Jul 14;SWAP EXECUTION FACILITY FOR LATIN AMERICA OTC DERIVATIVES
;;LATG;GFAM;S;GFI SECURITIES LLC - CREDITMATCH (LATG);LATG;NEW YORK;WWW.GFIGROUP.COM;Mai 21;ACTIVE;Mai 21;
;;LEDG;LEDG;O;LEDGERX;;NEW YORK;WWW.LEDGERX.COM;Jun 17;ACTIVE;Jun 17;TRADING AND CLEARING PLATFORM FOR DIGITAL CURRENCY DERIVATIVES.
;;LEVL;LEVL;O;LEVEL ATS;LEVEL;BOSTON;WWW.LEVELATS.COM;Feb 07;ACTIVE;Feb 07;
;;LIFI;LIUS;S;LIQUIDNET, INC. FIXED INCOME ATS;LQNF;NEW YORK;WWW.LIQUIDNET.COM;Dez 15;ACTIVE;Dez 15;THE FIXED INCOME ATS FOR LIQUIDNET, INC
;;LIUH;LIUS;S;LIQUIDNET, INC. H2O ATS;LQNA;NEW YORK;WWW.LIQUIDNET.COM;Nov 14;ACTIVE;Nov 14;THE H2O ATS FOR LIQUIDNET, INC.
;;LIUS;LIUS;O;LIQUIDNET, INC.;LQNT;NEW YORK;WWW.LIQUIDNET.COM;Jul 14;ACTIVE;Jul 14;US REGISTERED BROKER DEALER OPERATING TWO ATS AND OFFERING TRADING AND ALGORITHMIC TRADING SERVICES
;;LMNX;LTAA;S;LUMINEX TRADING & ANALYTICS LLC - ATS;LMNX;BOSTON;WWW.LUMINEXTRADING.COM;Jul 15;ACTIVE;Jul 15;ATS
;;LQED;LQED;O;LIQUIDITYEDGE;;NEW YORK;WWW.LIQUIDITYEDGE.TRADE;Jul 15;ACTIVE;Jul 15;ELECTRONIC TRADING PLATFORM FOR U.S. TREASURY SECURITIES.
;;LQFI;CGMI;S;CITI LIQUIFI;LQFI;NEW YORK;WWW.CITIVELOCITY.COM;Sep 14;ACTIVE;Sep 14;LIQUIFI IS AN ATS UNDER THE OPERATING MIC CGMI
;;LTAA;LTAA;O;LUMINEX TRADING & ANALYTICS LLC;LTAA;BOSTON;WWW.LUMINEXTRADING.COM;Jul 15;ACTIVE;Jul 15;BROKER DEALER
;;LTSE;LTSE;O;LONG-TERM STOCK EXCHANGE, INC.;LTSE;SAN FRANCISCO;WWW.LONGTERMSTOCKEXCHANGE.COM;Dez 19;ACTIVE;Dez 19;A NATIONALLY-REGISTERED STOCK EXCHANGE.
;;MAGM;MAGM;O;MAGMA ATS;;NORTH BERGEN;WWW.TORBROKERAGE.COM;Feb 18;ACTIVE;Feb 18;REGISTERED ALTERNATIVE TRADING SYSTEM FOR EQUITIES.
;;MCRY;XISX;S;ISE MERCURY, LLC;;NEW YORK;WWW.ISE.COM;Okt 14;ACTIVE;Jun 05;ISE MERCURY WILL BE A NATIONAL SECURITIES EXCHANGE REGISTERED WITH THE US SEC.  ISE MERCURY WILL FACILITATE THE ELECTRONIC TRADING OF EQUITY AND INDEX OPTIONS. TARGETED LAUNCH: FIRST HALF OF 2015.
;;MELO;XNAS;S;NASDAQ MIDPOINT-ELO (M-ELO);MELO;NEW YORK;WWW.NASDAQTRADER.COM;Apr 18;ACTIVE;Apr 18;MIDPOINT EXTENDED POINT ORDER (M-ELO).
;;MEMD;MEMX;S;MEMX LLC DARK;MEMXDARK;JERSEY CITY;HTTPS://MEMX.COM/;Jul 20;ACTIVE;Jul 20;
;;MEMM;MEMX;S;MEMX LLC RETAIL MIDPOINT;;JERSEY CITY;HTTPS://MEMX.COM/;Okt 21;ACTIVE;Okt 21;RETAIL MIDPOINT.
;;MEMX;MEMX;O;MEMX LLC;MEMX;JERSEY CITY;HTTPS://MEMX.COM/;Feb 20;ACTIVE;Feb 20;
;;MIHI;MIHI;O;MIAMI INTERNATIONAL HOLDINGS, INC.;MIHI;PRINCETON;WWW.MIAXOPTIONS.COM;Feb 16;ACTIVE;Feb 16;HOLDINGS COMPANY FOR MIAX EXCHANGES AND OTHER ENTITIES.
;;MKAA;MTXX;S;MARKETAXESS ATS;;NEW YORK;WWW.MARKETAXESS.COM;Aug 19;ACTIVE;Aug 19;REGISTERED ALTERNATIVE TRADING SYSTEM (ATS) FOR FIXED INCOME SECURITIES.
;;MLCO;BAML;S;BANK OF AMERICA - MERRILL LYNCH OTC;;NEW YORK;HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT;Apr 15;ACTIVE;Apr 15;USED FOR HIGH TOUCH AND 'DIRECT TO CAPITAL' EXECUTIONS
;;MLVX;BAML;S;BANK OF AMERICA - MERRILL LYNCH VWAP CROSS;;NEW YORK;HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT;Feb 15;ACTIVE;Feb 15;REGISTERED ATS (ATS 1)
;;MOCX;XINS;S;MOC CROSS;MOCX;NEW YORK;WWW.INSTINET.COM;Feb 15;ACTIVE;Feb 15;POINT IN TIME CROSSES THAT ALLOWS PARTICIPANTS TO CROSS MOC ORDERS FOR US EQUITIES.
;;MPRL;MIHI;S;MIAX PEARL, LLC;MPRL;PRINCETON;WWW.MIAXOPTIONS.COM;Feb 16;ACTIVE;Feb 16;MIAX PEARL: ELECTRONIC TRADING FOR DERIVATIVES.
;;MSCO;MSCO;O;MORGAN STANLEY AND CO. LLC;;NEW YORK;WWW.MORGANSTANLEY.COM;Nov 14;ACTIVE;Nov 14;
;;MSPL;MSCO;S;MS POOL;;NEW YORK;WWW.MORGANSTANLEY.COM;Mrz 15;ACTIVE;Mrz 10;REGISTERED ATS FOR EQUITIES IN THE U.S.
;;MSRP;MSCO;S;MS RPOOL;;NEW YORK;WWW.MORGANSTANLEY.COM;Mai 18;ACTIVE;Feb 12;INTERNAL CROSSING SYSTEM FOR EQUITIES.
;;MSTX;MSCO;S;MS TRAJECTORY CROSS;;NEW YORK;WWW.MORGANSTANLEY.COM;Mrz 15;ACTIVE;Apr 14;INTERNAL CROSSING SYSTEM FOR EQUITIES.
;;MTSB;MTUS;S;MTS BONDS.COM;;NEW YORK;WWW.MTSMARKETS.COM/PRODUCTS/MTS-BONDS-COM;Aug 14;ACTIVE;Aug 14;REGISTERED MARKET FOR BONDS AND ELECTRONIC TRADING PLATFORM FOR FIXED INCOME PRODUCTS
;;MTUS;MTUS;O;MTS MARKETS INTERNATIONAL INC.;;NEW YORK;WWW.MTSMARKETS.COM;Mai 17;ACTIVE;Aug 14;MTS MARKETS US
;;MTXA;MTXX;S;MARKETAXESS CANADA COMPANY;;NEW YORK;WWW.MARKETAXESS.COM;Jan 16;ACTIVE;Jan 16;ELECTRONIC TRADING PLATFORM
;;MTXC;MTXX;S;MARKETAXESS CORPORATION SINGLE-NAME CDS CENTRAL LIMIT ORDER;;NEW YORK;WWW.MARKETAXESS.COM;Nov 15;ACTIVE;Feb 14;ELECTRONIC TRADING PLATFORM
;;MTXM;MTXX;S;MARKETAXESS CORPORATION MID-X TRADING SYSTEM;;NEW YORK;WWW.MARKETAXESS.COM;Nov 15;ACTIVE;Feb 14;ELECTRONIC TRADING PLATFORM
;;MTXS;MTXX;S;MARKETAXESS SEF CORPORATION;;NEW YORK;WWW.MARKETAXESS.COM;Nov 15;ACTIVE;Jul 14;ELECTRONIC TRADING PLATFORM
;;MTXX;MTXX;O;MARKETAXESS CORPORATION;;NEW YORK;WWW.MARKETAXESS.COM;Nov 15;ACTIVE;Nov 15;ELECTRONIC TRADING PLATFORM
;;NASD;XNAS;S;NSDQ DARK;NSDQDARK;NEW YORK;WWW.NASDAQ.COM;Mai 11;ACTIVE;Mai 11;DARK POOL
;;NBLX;NBLX;O;NOBLE EXCHANGE;;NEW YORK;WWW.NOBLEX.IO;Jul 15;ACTIVE;Jul 15;THE NOBLE MARKETS VENUE FOR CRYPTOGRAPHIC AND DIGITAL ASSETS.
;;NFSA;NFSC;S;FIDELITY CROSSSTREAM;;BOSTON;WWW.CAPITALMARKETS.FIDELITY.COM;Sep 14;ACTIVE;Apr 12;
;;NFSC;NFSC;O;NATIONAL FINANCIAL SERVICES, LLC;;BOSTON;WWW.FIDELITYCAPITALMARKETS.COM;Feb 11;ACTIVE;Feb 11;TRADING PLATFORM FOR THE EXECUTION OF EQUITY, OPTION, FIXED INCOME, AND OTC SECURITIES.
;;NFSD;NFSC;S;FIDELITY DARK;;BOSTON;WWW.CAPITALMARKETS.FIDELITY.COM;Mai 11;ACTIVE;Mai 11;DARK POOL.
;;NLAX;CPGX;S;CLEARPOOL EXECUTION SERVICES, LLC - NATURAL LIQUIDITY ALLIANCE;;NEW YORK;WWW.CLEARPOOLGROUP.COM;Mrz 19;ACTIVE;Mrz 19;ELECTRONIC TRADING PLATFORM.
;;NMRA;NMRA;O;NOMURA SECURITIES INTERNATIONAL;;NEW YORK;WWW.NOMURA.COM;Sep 12;ACTIVE;Sep 12;NOMURA PRINCIPAL TRADING.
;;NODX;NODX;O;NODAL EXCHANGE;;VIENNA;WWW.NODALEXCHANGE.COM;Dez 09;ACTIVE;Dez 09;ELECTRONIC POWER EXCHANGE.
;;NXUS;NXUS;O;NX ATS - CROSSING PLATFORM;;NEW YORK;WWW.NOMURA.COM;Feb 11;ACTIVE;Feb 11;NX IS A REGISTERED ATS IN THE US MARKETS - CURRENTLY PROVIDING CROSSING FACILITIES FOR REG NMS LISTED STOCKS.
;;NYFX;BNYC;S;MILLENNIUM;;NEW YORK;WWW.CONVERGEX.COM;Okt 10;ACTIVE;Okt 10;AT THE END OF DEC 2009, THE NYSE SHUT DOWN EURO-MILLENNIUM, THE EUROPEAN EQUITIES ATS. IN DEC 2009, THE CONVERGEX GROUP BOUGHT MILLENNIUM, THE US EQUITIES ATS.
;;NYMS;XCME;S;CME SWAPS MARKETS (NYMEX);;NEW YORK;WWW.CMEGROUP.COM;Okt 13;ACTIVE;Okt 13;REGISTERED MARKET FOR SWAP EXECUTION  OF ENERGY IN THE US
;;NYPC;NYPC;O;NEW YORK PORTFOLIO CLEARING;NYPC;NEW YORK;WWW.NYPCLEAR.COM;Apr 12;ACTIVE;Apr 12;
;;NYSD;XNYS;S;NYSE DARK;NYSEDARK;NEW YORK;WWW.NYSE.COM;Mai 11;ACTIVE;Mai 11;DARK POOL.
;;OCEA;OCEA;O;BLUE OCEAN ALTERNATIVE TRADING SYSTEM;BOATS;SEA GIRT;WWW.BLUEOCEANATS.COM;Jun 21;ACTIVE;Jun 21;BLUE OCEAN ATS, LLC IS A US REGISTERED BROKER DEALER (CRD #306512) AND OPERATOR OF AN ALTERNATIVE TRADING SYSTEM (ATS).
;;OLLC;OLLC;O;OTCEX LLC;;NEW YORK;WWW.OTCEXGROUP.COM;Sep 15;ACTIVE;Sep 15;REGISTERED BROKER FOR EQUITIES DERIVATIVES AND RATES DERIVATIVES IN NYC
;;ONEC;CGMI;S;CITI-ONE;;NEW YORK;WWW.CITI.COM/MSS/SOLUTIONS/EQUITIES/E-TRADING/LIQUIDITY/;Sep 20;ACTIVE;Sep 20;
;;OOTC;FINR;S;OTHER OTC;;WASHINGTON;WWW.OTCBB.COM;Apr 13;ACTIVE;Aug 12;"OTC SECURITY THAT IS NOT QUOTED ON THE NNQS (PREVIOUSLY OTCBB) BUT IS ELIGIBLE FOR TRADE REPORTING TO THE TRADE REPORTING FACILITY, IS CATEGORIZED AS ""OTHER-OTC""."
;;OPRA;OPRA;O;OPTIONS PRICE REPORTING AUTHORITY;OPRA;CHICAGO;WWW.OPRADATA.COM;Dez 11;ACTIVE;Dez 11;TRADING CONSOLIDATOR.
;;OTCB;OTCM;S;OTCQB MARKETPLACE;;NEW YORK;WWW.OTCMARKETS.COM;Mai 10;ACTIVE;Mai 10;OTCQB MARKET TIER HELPS INVESTORS EASILY IDENTIFY COMPANIES THAT ARE REGISTERED AND CURRENT IN THEIR REPORTING OBLIGATIONS WITH THE SEC OR REPORT TO A U.S. BANKING OR INSURANCE REGULATOR.
;;OTCI;OTCI;O;OTC LINK NQB IDQS (INTER-DEALER QUOTATION SYSTEM);;NEW YORK;WWW.OTCMARKETS.COM;Nov 21;ACTIVE;Nov 21;
;;OTCM;OTCM;O;OTC LINK ATS - OTC MARKETS;;NEW YORK;WWW.OTCMARKETS.COM;Jul 21;ACTIVE;Mai 12;OPERATIONAL MIC FOR OTC MARKETS.
;;OTCN;OTCN;O;OTC LINK ECN;;NEW YORK;WWW.OTCMARKETS.COM;Mrz 19;ACTIVE;Mrz 19;ELECTRONIC COMMUNICATIONS NETWORK.
;;OTCQ;OTCM;S;OTCQX MARKETPLACE;;NEW YORK;WWW.OTCMARKETS.COM;Mai 16;ACTIVE;Aug 08;ELECTRONIC QUOTATION SYSTEM FOR PREMIUM MARKET TIER (OPERATED BY PINK SHEETS)
;;PINC;OTCM;S;OTC PINK CURRENT;;NEW YORK;WWW.OTCMARKETS.COM;Mai 12;ACTIVE;Mai 12;
;;PINI;OTCM;S;OTC PINK NO INFORMATION;;NEW YORK;WWW.OTCMARKETS.COM;Mai 12;ACTIVE;Mai 12;
;;PINL;OTCM;S;OTC PINK LIMITED;;NEW YORK;WWW.OTCMARKETS.COM;Mai 12;ACTIVE;Mai 12;
;;PINX;OTCM;S;OTC PINK MARKETPLACE;;NEW YORK;WWW.OTCMARKETS.COM;Mrz 12;ACTIVE;Mrz 12;
;;PIPE;PIPE;O;ARITAS SECURITIES LLC;;NEW YORK;WWW.PIPELINETRADING.COM;Feb 12;ACTIVE;Feb 12;
;;PIPR;PIPR;O;PIPER SANDLER AND CO.;;GREENWICH;WWW.PIPERSANDLER.COM;Feb 20;ACTIVE;Nov 19;REGISTERED MARKET FOR EQUITIES.
;;PJCX;PIPR;S;PIPER SANDLER AND CO. - ATS;;GREENWICH;WWW.PIPERSANDLER.COM;Feb 20;ACTIVE;Nov 19;ALTERNATIVE TRADING SYSTEM.
;;PRSE;PRSE;O;PRAGMA ATS;;NEW YORK;WWW.PRAGMATRADING.COM;Dez 10;ACTIVE;Dez 10;REGISTERED ATS FOR US EQUITIES
;;PSGM;OTCM;S;OTC GREY MARKET;;NEW YORK;WWW.OTCMARKETS.COM;Mrz 12;ACTIVE;Mrz 12;
;;PSXD;XNAS;S;NASDAQ PSX;PSX;NEW YORK;WWW.NASDAQTRADER.COM;Okt 19;ACTIVE;Okt 19;NON-DISPLAYED (DARK) EXECUTIONS.
;;PUMA;PUMA;O;PUMA CAPITAL, LLC;PUMA;PURCHASE;WWW.PUMACAP.COM;Apr 19;ACTIVE;Apr 19;US BROKER-DEALER.
;;PUMX;PUMA;S;PUMA CAPITAL, LLC - OPTIONS;PUMA;PURCHASE;WWW.PUMACAP.COM;Apr 19;ACTIVE;Apr 19;US BROKER-DEALER.
;;PUND;PUND;O;PUNDION LLC;;NEW YORK;WWW.PUNDION.COM;Sep 21;ACTIVE;Sep 21;EQUITY PRODUCTS.
;;RCMA;RCMA;O;RBC CAPITAL MARKETS ARBITRAGE S.A.;;NEW YORK;WWW.RBC.COM;Sep 19;ACTIVE;Sep 19;
;;RICD;RICX;S;RIVERCROSS DARK;RIVERX;NARBERTH;WWW.RXATS.COM;Mai 11;ACTIVE;Mai 11;DARK POOL.
;;RICX;RICX;O;RIVERCROSS;;NARBERTH;WWW.RXATS.COM;Mai 11;ACTIVE;Mai 11;RIVERCROSS™ IS AN ALTERNATIVE TRADING SYSTEM (ATS) OPERATED PURSUANT TO REGULATION ATS BY RIVERCROSS SECURITIES, LLLP, PROVIDING A SECURE AND CONFIDENTIAL LIQUIDITY SOURCE FOR U.S.-REGISTERED BROKER-DEALERS AND THEIR CLIENTS.
;;SAGE;SAGE;O;SAGETRADER;;SAN FRANCISCO;WWW.SAGETRADER.COM;Mai 19;ACTIVE;Mai 19;BROKER DEALER.
;;SCXA;SCXO;S;SEED DIGITAL SECURITIES MARKET;;CHICAGO;WWW.SEEDCX.COM;Aug 18;ACTIVE;Aug 18;ELECTRONIC TRADING PLATFORM FOR SECURITIES, ALTERNATIVE TRADING SYSTEM (ATS).
;;SCXF;SCXO;S;SEED FUTURES;;CHICAGO;WWW.SEEDCX.COM;Okt 17;ACTIVE;Okt 17;ELECTRONIC TRADING PLATFORM, DESIGNATED CONTRACTS MARKET (DCM).
;;SCXM;SCXO;S;SEED DIGITAL COMMODITIES MARKET;;CHICAGO;WWW.SEEDCX.COM;Aug 18;ACTIVE;Okt 17;ELECTRONIC TRADING PLATFORM FOR COMMODITIES.
;;SCXO;SCXO;O;SEED CX;SEED CX;CHICAGO;WWW.SEEDCX.COM;Okt 17;ACTIVE;Okt 17;
;;SCXS;SCXO;S;SEED SEF;;CHICAGO;WWW.SEEDCX.COM;Aug 18;ACTIVE;Jul 16;ELECTRONIC TRADING PLATFORM FOR SWAPS, SWAP EXECUTION FACILITY (SEF).
;;SFOX;SFOX;O;SFOX;SFOX;LOS ANGELES;WWW.SFOX.COM;Mrz 22;ACTIVE;Mrz 22;BITCOIN AND CRYPTOASSET PRIME DEALER.
;;SGA2;SGAS;S;SG AMERICAS SECURITIES, LLC - SECOND VENUE;SGAS;NEW YORK;WWW.SGCIB.COM;Okt 20;ACTIVE;Okt 20;US BROKER DEALER.
;;SGAS;SGAS;O;SG AMERICAS SECURITIES, LLC;SGAS;NEW YORK;WWW.SGCIB.COM;Feb 19;ACTIVE;Feb 19;US BROKER DEALER.
;;SGMA;SGMA;O;GOLDMAN SACH MTF;;NEW YORK;WWW2.GOLDMANSACHS.COM;Mrz 08;ACTIVE;Mrz 08;GS'S MTF. IMPLEMENTATION DATE: FEBRUARY 1ST 2008
;;SGMT;GSCO;S;SIGMA X2;SGMT;NEW YORK;WWW.GOLDMANSACHS.COM;Jun 17;ACTIVE;Dez 16;SIGMA X2 (SGMT) IS THE ATS OF REGISTERED BROKER-DEALER GOLDMAN SACHS & CO (GSCO).
;;SHAD;SHAW;S;D.E. SHAW DARK;;NEW YORK;WWW.DESHAW.COM;Mai 11;ACTIVE;Mai 11;DARK POOL.
;;SHAW;SHAW;O;D.E. SHAW;;NEW YORK;WWW.DESHAW.COM;Mai 11;ACTIVE;Mai 11;
;;SMFE;SMFE;O;SMALL EXCHANGE, INC - DESIGNATED CONTRACT MARKET;;CHICAGO;WWW.THESMALLEXCHANGE.COM;Feb 19;ACTIVE;Feb 19;DESIGNATED CONTRACT MARKET.
;;SOHO;SOHO;O;TWO SIGMA SECURITIES, LLC;SOHO;NEW YORK;WWW.TWOSIGMASECURITIES.COM;Aug 14;ACTIVE;Aug 14;MARKET MAKER FOR US EXCHANGE LISTED EQUITIES
;;SPTX;SPTX;O;SPOT FX;SPOTEX;JERSEY CITY;HTTPS://SPOTEX.COM/;Feb 22;ACTIVE;Feb 22;SPOTEX IS AN INSTITUTIONAL FOREIGN EXCHANGE ECN. OUR CLIENTS ARE PRIME BROKERS, HEDGE FUNDS, AND AUTOMATED TRADING SYSTEMS.
;;SSTX;SSTX;O;E-EXCHANGE;EEXCHANGE;BOSTON;;Mrz 12;ACTIVE;Mrz 12;
;;STFX;STFX;O;STIFEL, NICOLAUS AND COMPANY, INCORPORATED;STFL;NEW YORK;;Jan 20;ACTIVE;Jan 20;ALTERNATIVE TRADING SYSTEM.
;;STRM;STRM;O;PURESTREAM;;NEW YORK;WWW.PURESTREAM.TECH;Feb 21;ACTIVE;Feb 21;
;;SUNT;SUNT;O;SUN TRADING LLC;;CHICAGO;WWW.SUNTRADINGLLC.COM;Okt 17;ACTIVE;Okt 17;SINGLE DEALER PLATFORM FOR US EQUITIES.
;;TERA;TERA;O;TERAEXCHANGE;;NEW JERSEY;WWW.TERAEXCHANGE.COM;Dez 12;ACTIVE;Dez 12;SWAP EXECUTION FACILITY (OTC CLEARED INSTRUMENTS)
;;TFSU;TFSU;O;TFS GREEN UNITED STATES GREEN MARKETS;TFS;NEW YORK;WWW.TRADITION.COM;Mrz 12;ACTIVE;Mrz 12;
;;THEM;THEM;O;THEMIS TRADING LLC;THEM;CHATHAM;WWW.THEMISTRADING.COM;Jun 17;ACTIVE;Jun 17;BROKER DEALER - US EQUITIES.
;;THRE;THRE;O;REFINITIV US SEF LLC;RSEF;NEW YORK;WWW.REFINITIV.COM/EN/PRODUCTS/SEF-SWAP-EXECUTION-FACILITY;Nov 19;ACTIVE;Nov 16;SWAP EXECUTION FACILITY (SEF).
;;TMCC;IFUS;S;ICE TMC;;NEW YORK;WWW.THEICE.COM;Jul 20;ACTIVE;Nov 19;ICE TMC ATS IS OPERATED BY ICE BONDS SECURITIES CORPORATION.
;;TMID;TMID;O;TRUMID ATS;;NEW YORK;WWW.TRUMID.COM;Mrz 17;ACTIVE;Mrz 17;REGISTERED ATS FOR CORPORATE BONDS AND CREDIT DEFAULT SWAPS.
;;TPSE;TPSE;O;TP SEF, INC.;;JERSEY CITY;WWW.TULLETTPREBON.COM;Dez 16;ACTIVE;Dez 16;SWAP EXECUTION FACILITY.
;;TPSV;TPSE;S;TPSEF, INC - VOICE;;JERSEY CITY;WWW.TULLETTPREBON.COM;Sep 20;ACTIVE;Sep 20;
;;TRAI;TRAI;O;TRAIANA INC;;WILMINGTON;WWW.TRAIANA.COM;Jan 20;ACTIVE;Jan 20;
;;TRCK;TRCK;O;TRACK ECN;;NEW YORK;WWW.TRACKECN.COM;Dez 10;ACTIVE;Dez 10;US ELECTRONIC COMMUNICATION NETWORK (ECN) FOR US EQUITIES.
;;TRCX;TRCX;O;TOWER RESEARCH CAPITAL TRCX;;NEW YORK;WWW.TOWER-RESEARCH.COM;Jun 19;ACTIVE;Jun 19;
;;TRU1;TRUX;S;TRUEEX LLC - DESIGNATED CONTRACT MARKET (DMC);;NEW YORK;WWW.TRUEEX.COM;Jul 14;ACTIVE;Jul 14;DESIGNATED CONTRACT MARKET-ELECTRONIC MARKET FOR TRADING FUTURES, OPTIONS ON FUTURES, SWAPS AND OTHER DERIVATIVES
;;TRU2;TRUX;S;TRUEEX LLC - SEF (SWAP EXECUTION FACILITY);;NEW YORK;WWW.TRUEEX.COM;Jul 14;ACTIVE;Jul 14;SWAP EXECUTION FACILITY -ELECTRONIC MARKET FOR TRADING SWAPS
;;TRUX;TRUX;O;TRUEEX LLC;;NEW YORK;WWW.TRUEEX.COM;Sep 13;ACTIVE;Sep 13;ELECTRONIC MARKET FOR TRADING FUTURES, OPTIONS ON FUTURES, SWAPS AND OTHER DERIVATIVES
;;TRWB;TRWB;O;TRADEWEB LLC;;JERSEY CITY;WWW.TRADEWEB.COM;Jun 05;ACTIVE;Jun 05;
;;TSAD;TSAD;O;TRADITION SECURITIES AND DERIVATIVES INC.;;NEW YORK;WWW.TRADITION.COM;Feb 17;ACTIVE;Feb 17;
