Product Status;Instrument Status;Instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;Primary Market MIC Code
Active;Active;STRABAG SE;AT000000STR1;432891;7026002;000A0M23V;XD4;XWBO
Active;Active;FACC AG INH.AKT.;AT00000FACC2;52092;2504163;000A1147K;1FC;XWBO
Active;Active;RAIFFEISEN BK INTL INH.;AT0000606306;52094;2504165;000A0D9SU;RAW;XWBO
Active;Active;PORR AG;AT0000609607;52095;2504166;850185;ABS2;XWBO
Active;Active;LENZING AG;AT0000644505;52097;2504168;852927;LEN;XWBO
Active;Active;ERSTE GROUP BNK INH. O.N.;AT0000652011;52098;2504169;909943;EBO;XWBO
Active;Active;S IMMO AG;AT0000652250;52099;2504170;902388;T1L;XWBO
Active;Active;TELEKOM AUSTRIA AG;AT0000720008;52102;2504173;588811;TA1;XWBO
Active;Active;ANDRITZ AG;AT0000730007;52103;2504174;632305;AZ2;XWBO
Active;Active;OMV AG;AT0000743059;52104;2504175;874341;OMV;XWBO
Active;Active;VERBUND AG       INH. A;AT0000746409;52105;2504176;877738;OEWA;XWBO
Active;Active;FABASOFT AG;AT0000785407;52107;2504178;922985;FAA;XFRA
Active;Active;SEMPERIT AG HLDG;AT0000785555;432892;7026003;870378;SEW;XWBO
Active;Active;UNIQA INSURANCE GROUP AG;AT0000821103;52111;2504182;928900;UN9;XWBO
Active;Active;WARIMPEX FIN.U.BETEIL. AG;AT0000827209;52112;2504183;000A0LGV4;WFS;XWBO
Active;Active;WIENERBERGER;AT0000831706;52113;2504184;852894;WIB;XWBO
Active;Active;ZUMTOBEL GROUP AG INH. A;AT0000837307;52115;2504186;000A0JLPR;T9Z;XWBO
Active;Active;ROSENBAUER INTL;AT0000922554;52117;2504188;892502;ROI;XWBO
Active;Active;VOESTALPINE AG;AT0000937503;52118;2504189;897200;VAS;XWBO
Active;Active;MAYR-MELNHOF KARTON;AT0000938204;432893;7026004;890447;MYM;XWBO
Active;Active;SCHOELLER-BLECKMANN OILF.;AT0000946652;52119;2504190;907391;SLL;XWBO
Active;Active;AT+S AUSTR.T.+SYSTEMT.;AT0000969985;52120;2504191;922230;AUS;XWBO
Active;Active;POLYTEC HLDG AG INH. EO 1;AT0000A00XX9;432889;7026000;000A0JL31;P4N;XWBO
Active;Active;S+T AG O.N.;AT0000A0E9W5;52088;2504159;000A0X9EJ;SANT;XFRA
Active;Active;AMS-OSRAM AG;AT0000A18XM4;199787;4706827;000A118Z8;DQW1;XSWX
Active;Active;WOLFTANK-ADISA HLDG O.N.;AT0000A25NJ6;206698;4788983;000A2PBHR;WAH;WBDM
Active;Active;OESTERREICH. POST AG;AT0000APOST4;52087;2504158;000A0JML5;O3P;XWBO
Active;Active;BAWAG GROUP AG;AT0000BAWAG2;432890;7026001;000A2DYJN;0B2;XWBO
Active;Active;PIERER MOBILITY AG;AT0000KTMI02;76002;3218652;000A2JKHY;PMAG;XWBO
Active;Active;AGRANA BET.AG INH.;AT000AGRANA3;76192;3353273;000A2NB37;AGB2;XWBO
Active;Active;FREQUENTIS AG;ATFREQUENT09;134954;4064506;000A2PHG5;FQT;XFRA
Active;Active;VULCAN ENERGY RESOURCES;AU0000066086;471046;7383399;000A2PV3A;VUL;XASX
Active;Active;GALAPAGOS N.V.;BE0003818359;249386;5330135;000A0EAT9;GXE;XAMS
Active;Active;AGEAS SA/NV;BE0974264930;432894;7026005;000A1J1DR;FO4N;XBRU
Active;Active;BPOST S.A. COMPARTMENT A;BE0974268972;432895;7026006;000A1W0FA;13B;XBRU
Active;Active;ANHEUSER-BUSCH INBEV;BE0974293251;52124;2504195;000A2ASUV;1NBA;XBRU
Active;Active;UMICORE S.A.;BE0974320526;199788;4706828;000A2H5A3;NVJP;XBRU
Active;Active;EXPAT BUL.SOFIX UCITS ETF;BG9000011163;74918;2914339;000A2ARPV;BGX;XBUL
Active;Active;EXPAT CROAT.CROBEX UCITS;BGCROEX03189;75829;3121709;000A2JB7C;ECDC;XBUL
Active;Active;EXPAT CZECH PX UCITS ETF;BGCZPX003174;75636;3058941;000A2JAG6;CZX;XBUL
Active;Active;EXPAT GREECE ASE UC.ETF;BGGRASE06174;75637;3058942;000A2JAG9;GRX;XBUL
Active;Active;EXPAT HUNG. BUX UCITS ETF;BGHUBUX01189;75830;3121710;000A2JB7B;HUBE;XBUL
Active;Active;EXPAT MAC.MBI10 UCITS ETF;BGMACMB06181;75831;3121711;000A2JB7E;MKK1;XBUL
Active;Active;EXPAT POLAND WIG20 U.ETF;BGPLWIG04173;75638;3058943;000A2JAHA;PLX;XBUL
Active;Active;EXPAT ROMANIA BET-BK U.E.;BGROBET05176;75639;3058944;000A2JAHB;ROX;XBUL
Active;Active;EXPAT SLOVAK.SAX UCITS;BGSKSAX04187;75832;3121712;000A2JB7H;SK9A;XBUL
Active;Active;EXPAT SLOV.SBI TOP UCITS;BGSLOBI02187;75833;3121713;000A2JB7F;SLQX;XBUL
Active;Active;EXPAT SERB.BELEX15 UCITS;BGSRBBE05183;75834;3121714;000A2JB7D;ESNB;XBUL
Active;Active;ALMONTY INDUSTRIES INC.;CA0203981034;362169;6344420;000A1JSSD;ALI;XTSE
Active;Active;BALLARD PWR SYS;CA0585861085;358158;6293344;000A0RENB;PO0;XTSE
Active;Active;BARRICK GOLD CORP.;CA0679011084;52125;2504196;870450;ABR;XTSE
Active;Active;BLACKBERRY LTD;CA09228F1036;358159;6293345;000A1W2YK;RI1;XTSE
Active;Active;BOMBARDIER INC. CL. B;CA0977512007;214834;4878425;866671;BBDB;XTSE
Active;Active;ELDORADO GOLD CORP.;CA2849025093;432896;7026007;000A2PA9H;ELO1;XTSE
Active;Active;ENERGY FUELS INC.;CA2926717083;432897;7026008;000A1W757;VO51;XTSE
Active;Active;FAIRFAX FINL HLDGS SV;CA3039011026;358160;6293346;899676;FFX;XTSE
Active;Active;FIRST MAJESTIC SILVER;CA32076V1031;52126;2504197;000A0LHKJ;FMV;XTSE
Active;Active;KINROSS GOLD CORP.;CA4969024047;52128;2504199;000A0DM94;KIN2;XTSE
Active;Active;NUTRIEN LTD;CA67077M1086;358161;6293347;000A2DWB8;N7T;XTSE
Active;Active;SSR MINING INC.;CA7847301032;409981;6776048;000A2DVLE;ZSV;XTSE
Active;Active;SERNOVA CORP.;CA81732W1041;334511;6083027;000A0LBCR;PSH;XTSX
Active;Active;WHEATON PREC. METALS;CA9628791027;52129;2504200;000A2DRBP;SII;XTSE
Active;Active;XPHYTO THERAPEUTICS;CA98421R1055;243250;5276885;000A2PPTN;4XT;XCNQ
Active;Active;YAMANA GOLD INC.;CA98462Y1007;52130;2504201;357818;RNY;XTSE
Active;Active;HIGHL.EVENT A.ENT.INH.SF9;CH0003583256;52133;2504204;896040;L60;XSWX
Active;Active;HIGHLIGHT CMNCTS INH.SF 1;CH0006539198;52135;2504206;920299;HLG;XFRA
Active;Active;BB BIOTECH NAM.   SF 0,20;CH0038389992;52173;2504244;000A0NFN3;BBZA;XSWX
Active;Active;ARBONIA AG      NA.SF4,20;CH0110240600;71990;2901151;000A1CUXD;ANGA;XSWX
Active;Active;SWISS RE AG NAM.  SF -,10;CH0126881561;52177;2504248;000A1H81M;SR9;XSWX
Active;Active;COCA-COLA HBC  NA.SF 6,70;CH0198251305;432898;7026009;000A1T7B9;C0Q;XLON
Active;Active;EDAG ENGINEERING G.SF-,04;CH0303692047;52183;2504254;000A143NB;ED4;XFRA
Active;Active;SUNMIRROR AG         SF 1;CH0396131929;439692;7105297;000A2JCKK;ROR;XWBO
Active;Active;ASMALLWORLD AG SF 1;CH0404880129;143101;4120325;000A2JE3W;1Q7;XSWX
Active;Active;21SHARES HODL BSK ETP OE;CH0445689208;414419;6849646;000A2TT3D;21XH;XSWX
Active;Active;IQ INTL AG         SF-,01;CH0451424300;195444;4631906;000A2PAA5;IQL;XFRA
Active;Active;21SHARES BITCOIN ETP OE;CH0454664001;254930;5398331;000A2T64E;2BTC;XSWX
Active;Active;21SHARES BITCOIN ETP OE;CH0454664001;254930;7249756;000A2T64E;2BTD;XSWX
Active;Active;21SHARES ETHER ETP OE;CH0454664027;344685;6183195;000A2T68Z;ETHA;XSWX
Active;Active;21SHARES ETHER ETP OE;CH0454664027;344685;7249757;000A2T68Z;ETHB;XSWX
Active;Inactive;21SHARES RIPPLEXRP ETP OE;CH0454664043;496666;7640695;000A2UBKC;21XX;XSWX
Active;Active;21SHARES BTC CASH ETP OE;CH0475552201;344686;6183196;000A2126N;ABCH;XSWX
Active;Active;21SHARES AG ETP.Z O.E.;CH0491507486;414417;6849644;000A22J1S;AXTZ;XSWX
Active;Inactive;21SHARES BINANCEBNB ETPOE;CH0496454155;496663;7640692;000A22GRU;21XJ;XSWX
Active;Active;21SHARES SHORT BTC ETP OE;CH0514065058;283292;5559955;000A2781V;2SBT;XSWX
Active;Active;TMC CONTENT GR.AG NAM.SF1;CH0557519201;377049;6469009;000A2QQQU;ERO;XFRA
Active;Active;LION E-MOBILITY AG SF-,13;CH0560888270;341842;6154874;000A2QH97;LMIA;XMUN
Active;Active;IQ INTERNATIONAL AG;CH0563815429;281465;5553414;000A2QAZJ;IQL1;XFRA
Active;Active;21SHARES POLKADOT ETP OE;CH0593331561;414415;6849642;000A3GPQM;ADOT;XSWX
Active;Inactive;21SHARES CHAINLINK OE;CH1100083471;496664;7640693;000A3GW2C;21XL;XBRN
Active;Active;21SHARES CARDANO ADA ETP;CH1102728750;414414;6849641;000A3GRTN;ADAA;XSWX
Active;Active;21SHARES STELLAR XLM OE;CH1109575535;414416;6849643;000A3GRTM;XLME;XSWX
Active;Active;21SHARES SOLANA ETP OE;CH1114873776;414418;6849645;000A3GSS0;ASOL;XSWX
Active;Inactive;21SHARES POLYGON  ETP OE;CH1129538448;496669;7640698;000A3GUQJ;PLY;XSWX
Active;Inactive;21SHARES AVALANCHE ETP OE;CH1135202088;496660;7640689;000A3GVVT;V21A;XSWX
Active;Inactive;21SHARES UNISWAP ETP OE;CH1135202096;496668;7640697;000A3GW2D;21XU;XBRN
Active;Inactive;21SHARES FTX (FTT) OE;CH1145930983;496665;7640694;000A3GW7Q;USLE;XBRN
Active;Inactive;21SHARES COSMOS ETP OE;CH1145930991;496661;7640690;000A3GWY7;USLC;XSWX
Active;Inactive;21SHARES TERRA ETP OE;CH1145931015;496667;7640696;000A3GWSQ;USLB;XSWX
Active;Inactive;21SHARES ALGORAND ETP OE;CH1146882316;496662;7640691;000A3GVVU;V21S;XSWX
Active;Active;HAIER SMART HOME CO.D YC1;CNE1000031C1;77385;3524346;000A2JM2W;690D;XFRA
Active;Active;DK DAX;DE000ETFL011;52185;2504258;000ETFL01;EL4A;XFRA
Active;Active;DK DAX (AUSSCHUETTEND);DE000ETFL060;52185;2504259;000ETFL06;EL4F;XFRA
Active;Active;DK DAXPLUS MAX.DIVIDEND;DE000ETFL235;52185;2504260;000ETFL23;EL4X;XFRA
Active;Active;DK DAX EX FINANCIALS 30;DE000ETFL433;52185;2504261;000ETFL43;ELF0;XFRA
Active;Active;LYXOR 1-DIVDAX(DR)U.E. I;DE000ETF9033;52185;2504263;000ETF903;E903;XFRA
Active;Active;ISHARES DIVDAX UCITS ETF;DE0002635273;52185;2504264;263527;EXSB;XFRA
Active;Active;ISHS CORE DAX UC.ETF EOA;DE0005933931;52185;2504265;593393;EXS1;XFRA
Active;Active;LY.D.SHORTDAX X2 UETF A;FR0010869495;52185;2504266;000LYX0FV;LYQL;XPAR
Active;Active;MUL-LYXOR DAX DR UC.ETF A;LU0252633754;52185;2504267;000LYX0AC;LYY7;XFRA
Active;Active;MUL-LYX.DLY.LEVDAX U.E. A;LU0252634307;52185;2504268;000LYX0AD;LYY8;XFRA
Active;Active;XTR.DAX 1C;LU0274211480;52185;2504269;000DBX1DA;DBXD;XETR
Active;Active;XTR.SHORTDAX DAILY SW. 1C;LU0292106241;52185;2504270;000DBX1DS;DXSN;XETR
Active;Active;LYXOR CORE DAX U. ETF I;LU0378438732;52185;2504271;000ETF001;C001;XFRA
Active;Active;XTR.SHORTDAX X2 DA.SW. 1C;LU0411075020;52185;2504272;000DBX0BY;DBPD;XETR
Active;Active;XTR.LEVDAX DA.SWAP 1C;LU0411075376;52185;2504273;000DBX0BZ;DBPE;XETR
Active;Active;LYXOR DIVDAX ETF UCITS I;LU0603933895;52185;2504275;000ETF003;C003;XFRA
Active;Active;LYX SHORTDAX -1XINV ETF I;LU0603940916;52185;2504276;000ETF004;C004;XFRA
Active;Active;XTR.DAX INCOME 1D;LU0838782315;52185;2504277;000DBX0NH;XDDX;XFRA
Active;Active;VANGUARD-V.GER.A.CAP EOD;IE00BG143G97;52185;3324863;000A2JF6S;VGER;XDUB
Active;Active;L+G-L+G DAX DAILY 2X LONG;IE00B4QNHH68;52185;5140982;000A0X895;DEL2;XMIL
Active;Active;L+G-L+G DAX D.2X SHORT;IE00B4QNHZ41;52185;5140983;000A0X896;DES2;XMIL
Active;Active;LYXOR1-DAX50 ESG(DR)U.E.I;DE000ETF9090;52185;5170900;000ETF909;E909;XFRA
Active;Active;MUL-LYX.DAX DR EOD;LU2090062436;52185;5424592;000LYX04A;LDAX;XSWX
Active;Active;MUL-LYX.D.L.DAX EOD;LU2090062600;52185;5424593;000LYX04V;LVDX;XFRA
Active;Active;ISHS CORE DAX UC.ETF EOD;DE000A2QP331;52185;6356243;000A2QP33;EXIC;XFRA
Active;Active;CSI-DX 50 ESG B BEOA;IE00BKVD2J03;52185;6397746;000A3CUHV;CSYX;XFRA
Active;Active;FINLAB AG   NA O.N.;DE0001218063;52772;2504865;121806;A7A;XBRN
Active;Active;B+S BANKSYSTEME AG O.N.;DE0001262152;52773;2504866;126215;DTD2;XFRA
Active;Active;ERLEBNIS AKADEMIE AG;DE0001644565;315009;5904195;164456;EAD;XMUN
Active;Active;BAVARIA INDS GRP   O.N.;DE0002605557;52775;2504868;260555;B8A;XFRA
Active;Active;ISHARES PFANDBRIEFE U.ETF;DE0002635265;52776;2504869;263526;EXHE;XFRA
Active;Active;ISH.S.EU.SEL.DIV.30 U.ETF;DE0002635299;52777;2504870;263529;EXSH;XFRA
Active;Active;ISH.STOX.EUROPE 600 U.ETF;DE0002635307;52778;2504871;263530;EXSA;XFRA
Active;Active;ADLER REAL ESTATE AG;DE0005008007;52781;2504874;500800;ADL;XFRA
Active;Active;BAADER BANK AG;DE0005088108;52784;2504877;508810;BWB;XFRA
Active;Active;UTD.INTERNET AG NA;DE0005089031;52785;2504878;508903;UTDI;XFRA
Active;Active;AMADEUS FIRE AG;DE0005093108;52786;2504879;509310;AAD;XFRA
Active;Active;BASLER AG O.N.;DE0005102008;52787;2504880;510200;BSL;XFRA
Active;Active;ADVA OPT.NETW.SE  O.N.;DE0005103006;52788;2504881;510300;ADV;XFRA
Active;Active;ATOSS SOFTWARE AG;DE0005104400;52789;2504882;510440;AOF;XFRA
Active;Active;SYZYGY AG O.N.;DE0005104806;52790;2504883;510480;SYZ;XFRA
Active;Active;ALL FOR ONE GROUP NA O.N.;DE0005110001;52791;2504884;511000;A1OS;XFRA
Active;Active;11 88 0 SOLUTIONS AG;DE0005118806;52793;2504886;511880;TGT;XFRA
Active;Active;Q.BEYOND AG NA O.N.;DE0005137004;52794;2504887;513700;QBY;XFRA
Active;Active;DEUTSCHE BANK AG NA O.N.;DE0005140008;52795;2504888;514000;DBK;XFRA
Active;Active;DELTICOM AG  NA O.N.;DE0005146807;52797;2504890;514680;DEX;XFRA
Active;Active;GIGASET AG O.N.;DE0005156004;52798;2504891;515600;GGS;XFRA
Active;Active;SCHWEIZER ELECTR. NA O.N.;DE0005156236;52799;2504892;515623;SCE;XSTU
Active;Active;DR. HOENLE AG O.N.;DE0005157101;52800;2504893;515710;HNL;XFRA
Active;Active;BECHTLE AG O.N.;DE0005158703;52801;2504894;515870;BC8;XFRA
Active;Active;3U HOLDING AG;DE0005167902;52802;2504895;516790;UUU;XFRA
Active;Active;BAUER AG;DE0005168108;52803;2504896;516810;B5A;XFRA
Active;Active;SURTECO GROUP SE INH O.N.;DE0005176903;52805;2504898;517690;SUR;XMUN
Active;Active;SOFTING AG O.N.;DE0005178008;52806;2504899;517800;SYT;XFRA
Active;Active;WENG FINE ART AG NA O.N.;DE0005181606;289892;5594722;518160;WFA;XFRA
Active;Active;BAY.MOTOREN WERKE AG ST;DE0005190003;52807;2504900;519000;BMW;XMUN
Active;Active;BAY.MOTOREN WERKE  VZO;DE0005190037;52808;2504901;519003;BMW3;XMUN
Active;Active;BAYWA AG   NA O.N.;DE0005194005;52809;2504902;519400;BYW;XMUN
Active;Active;BAYWA AG VINK.NA. O.N.;DE0005194062;52810;2504903;519406;BYW6;XMUN
Active;Active;LUDW.BECK A.RATHAUSECK;DE0005199905;52812;2504905;519990;ECK;XMUN
Active;Active;BEIERSDORF AG O.N.;DE0005200000;52813;2504906;520000;BEI;XHAM
Active;Active;BERENTZEN-GRP.AG;DE0005201602;52814;2504907;520160;BEZ;XFRA
Active;Active;QUIRIN PRIVATBK  O.N.;DE0005202303;52815;2504908;520230;QB7;XFRA
Active;Active;BRAIN BIOTEC  NA O.N.;DE0005203947;52816;2504909;520394;BNN;XFRA
Active;Active;ARTEC TECHNOLOGIES O.N.;DE0005209589;52817;2504910;520958;A6T;XFRA
Active;Active;MOBOTIX AG O.N.;DE0005218309;52818;2504911;521830;MBQ;XFRA
Active;Active;ENBW ENERGIE BAD.-WUE. ON;DE0005220008;52819;2504912;522000;EBK;XSTU
Active;Active;NEXUS AG O.N.;DE0005220909;52820;2504913;522090;NXU;XFRA
Active;Active;BIOTEST AG ST O.N.;DE0005227201;52821;2504914;522720;BIO;XFRA
Active;Active;BIOTEST AG VZ O.N.;DE0005227235;52822;2504915;522723;BIO3;XFRA
Active;Active;ORBIS SE INH O.N.;DE0005228779;52823;2504916;522877;OBS;XFRA
Active;Active;BIJOU BRIGITTE O.N.;DE0005229504;52824;2504917;522950;BIJ;XHAM
Active;Active;BERTRANDT AG O.N.;DE0005232805;52825;2504918;523280;BDT;XFRA
Active;Active;ENERGIEKONTOR O.N.;DE0005313506;52828;2504921;531350;EKT;XFRA
Active;Active;CARL ZEISS MEDITEC AG;DE0005313704;52829;2504922;531370;AFX;XFRA
Active;Active;CEWE STIFT.KGAA  O.N.;DE0005403901;52831;2504924;540390;CWC;XFRA
Active;Active;CENIT AG O.N.;DE0005407100;52832;2504925;540710;CSH;XFRA
Active;Active;CEOTRONICS AG O.N.;DE0005407407;174554;4466316;540740;CEK;XFRA
Active;Active;AAREAL BANK AG;DE0005408116;52834;2504927;540811;ARL;XFRA
Active;Active;OEKOWORLD AG VZNA O.N.;DE0005408686;52835;2504928;540868;VVV3;XFRA
Active;Active;LEONI AG NA O.N.;DE0005408884;52836;2504929;540888;LEO;XMUN
Active;Active;CANCOM SE O.N.;DE0005419105;52837;2504930;541910;COK;XFRA
Active;Active;CONTINENTAL AG O.N.;DE0005439004;52840;2504933;543900;CON;XHAN
Active;Active;CTS EVENTIM KGAA;DE0005470306;52841;2504934;547030;EVD;XFRA
Active;Active;LANXESS AG;DE0005470405;52842;2504935;547040;LXS;XFRA
Active;Active;VARENGOLD BANK AG;DE0005479307;52843;2504936;547930;VG8;XFRA
Active;Active;UNITED LABELS O.N.;DE0005489561;52845;2504938;548956;ULC;XFRA
Active;Active;GIEAG IMMOB.AG;DE0005492276;416667;6883460;549227;2GI;XMUN
Active;Active;MASTERFLEX O.N.;DE0005492938;52846;2504939;549293;MZX;XFRA
Active;Active;BORUSSIA DORTMUND;DE0005493092;52847;2504940;549309;BVB;XFRA
Active;Active;HYPOPORT SE  NA O.N.;DE0005493365;52848;2504941;549336;HYQ;XFRA
Active;Active;EQS GROUP AG NA O.N.;DE0005494165;52849;2504942;549416;EQS;XFRA
Active;Active;GERATHERM O.N.;DE0005495626;52852;2504945;549562;GME;XFRA
Active;Active;DATA MODUL AG O.N.;DE0005498901;52853;2504946;549890;DAM;XMUN
Active;Active;DT.GRUNDST.AUKT.AG;DE0005533400;52855;2504948;553340;DGR;XBER
Active;Active;DVS TECHNOLOGY AG INH ON;DE0005538607;52856;2504949;553860;DIS;XFRA
Active;Active;1+1 AG  INH O.N.;DE0005545503;52857;2504950;554550;1U1;XFRA
Active;Active;DRAEGERWERK ST.A.O.N.;DE0005550602;52858;2504951;555060;DRW8;XFRA
Active;Active;DRAEGERWERK VZO O.N.;DE0005550636;52859;2504952;555063;DRW3;XFRA
Active;Active;DEUTSCHE POST AG NA O.N.;DE0005552004;52860;2504953;555200;DPW;XDUS
Active;Active;DT.TELEKOM AG NA;DE0005557508;52861;2504954;555750;DTE;XFRA
Active;Active;PARAGON KGAA  INH O.N.;DE0005558696;52862;2504955;555869;PGN;XFRA
Active;Active;DUERR AG O.N.;DE0005565204;52863;2504956;556520;DUE;XSTU
Active;Active;UMWELTBANK AG O.N.;DE0005570808;52864;2504957;557080;UBK;XMUN
Active;Active;DIERIG HOLDING AG O.N.;DE0005580005;52865;2504958;558000;DIE;XMUN
Active;Active;EDEL SE+CO.KGAA INH O.N.;DE0005649503;52867;2504960;564950;EDL;XFRA
Active;Active;EINHELL GERMANY VZO O.N.;DE0005654933;52868;2504961;565493;EIN3;XFRA
Active;Active;ECKERT+ZIEGLER AG O.N.;DE0005659700;52869;2504962;565970;EUZ;XFRA
Active;Active;EVOTEC SE  INH O.N.;DE0005664809;52870;2504963;566480;EVT;XFRA
Active;Active;ELMOS SEMICOND. INH O.N.;DE0005677108;52871;2504964;567710;ELG;XFRA
Active;Active;SMT SCHARF AG;DE0005751986;52872;2504965;575198;S4A;XMUN
Active;Active;LS TELCOM AG;DE0005754402;52873;2504966;575440;LSX;XFRA
Active;Active;INIT INNOVATION O.N.;DE0005759807;52875;2504968;575980;IXX;XFRA
Active;Active;ABO WIND AG O.N.;DE0005760029;226169;5109229;576002;AB9;XHAM
Active;Active;SINO AG;DE0005765507;421978;6951889;576550;XTP;XDUS
Active;Active;FIELMANN AG O.N.;DE0005772206;52876;2504969;577220;FIE;XHAM
Active;Active;FRAPORT AG FFM.AIRPORT;DE0005773303;52877;2504970;577330;FRA;XFRA
Active;Active;FORTEC ELEKTRO. O.N.;DE0005774103;52878;2504971;577410;FEV;XFRA
Active;Active;FORIS AG;DE0005775803;52879;2504972;577580;FRS;XFRA
Active;Active;FRESENIUS SE+CO.KGAA O.N.;DE0005785604;52880;2504973;578560;FRE;XFRA
Active;Active;FRESEN.MED.CARE KGAA O.N.;DE0005785802;52881;2504974;578580;FME;XFRA
Active;Active;GFT TECHNOLOGIES SE;DE0005800601;52884;2504977;580060;GFT;XFRA
Active;Active;DEUTSCHE BOERSE NA O.N.;DE0005810055;52885;2504978;581005;DB1;XFRA
Active;Active;ECOTEL COMMUNICATION AG;DE0005854343;52886;2504979;585434;E4C;XFRA
Active;Active;MS INDUSTRIE AG;DE0005855183;52887;2504980;585518;MSAG;XFRA
Active;Active;INVISION AG;DE0005859698;52888;2504981;585969;IVX;XFRA
Active;Active;INTICA SYSTEMS AG;DE0005874846;52889;2504982;587484;IS7;XFRA
Active;Active;DMG MORI AG O.N.;DE0005878003;52891;2504984;587800;GIL;XDUS
Active;Active;GRAMMER AG O.N.;DE0005895403;52892;2504985;589540;GMM;XMUN
Active;Active;BILFINGER SE O.N.;DE0005909006;52893;2504986;590900;GBF;XFRA
Active;Active;YOC AG O.N.;DE0005932735;52894;2504987;593273;YOC;XFRA
Active;Active;ISHARES MDAX UC.ETF EOA;DE0005933923;52895;2504988;593392;EXS3;XFRA
Active;Active;ISH.STOXX EUROPE 50 U.ETF;DE0005933949;52896;2504989;593394;EXW3;XFRA
Active;Active;ISHARES SLI UCITS ETF DE;DE0005933964;52897;2504990;593396;EXI1;XFRA
Active;Active;ISHARES TECDAX UC.E.ACC;DE0005933972;52898;2504991;593397;EXS2;XFRA
Active;Active;ISH.S.EUR.LARGE 200 U.ETF;DE0005933980;52899;2504992;593398;EXSC;XFRA
Active;Active;ISH.S.EUROP.MID 200 U.ETF;DE0005933998;52900;2504993;593399;EXSD;XFRA
Active;Active;OHB SE   O.N.;DE0005936124;52901;2504994;593612;OHB;XFRA
Active;Active;HAWESKO HOLDING  INH O.N.;DE0006042708;52906;2504999;604270;HAW;XHAM
Active;Active;MATERNUS-KLI.AG O.N.;DE0006044001;52907;2505000;604400;MAK;XDUS
Active;Active;BIOFRONTERA AG NA O.N.;DE0006046113;52908;2505001;604611;B8F;XDUS
Active;Active;HEIDELBERGCEMENT AG O.N.;DE0006047004;52909;2505002;604700;HEI;XFRA
Active;Active;HENKEL AG+CO.KGAA ST O.N.;DE0006048408;52910;2505003;604840;HEN;XDUS
Active;Active;HENKEL AG+CO.KGAA VZO;DE0006048432;52911;2505004;604843;HEN3;XDUS
Active;Active;HMS BERGBAU AG;DE0006061104;52914;2505007;606110;HMU;XFRA
Active;Active;COVESTRO AG  O.N.;DE0006062144;52915;2505008;606214;1COV;XFRA
Active;Active;HOCHTIEF AG;DE0006070006;52916;2505009;607000;HOT;XFRA
Active;Active;HORNBACH HOLD.ST O.N.;DE0006083405;52917;2505010;608340;HBH;XFRA
Active;Active;ENCAVIS AG  INH. O.N.;DE0006095003;52919;2505012;609500;ECV;XHAM
Active;Active;INDUS HOLDING AG;DE0006200108;52921;2505014;620010;INH;XDUS
Active;Active;FRIWO AG O.N.;DE0006201106;52922;2505015;620110;CEA;XFRA
Active;Active;SALZGITTER AG O.N.;DE0006202005;52923;2505016;620200;SZG;XHAN
Active;Active;KUKA AG;DE0006204407;52924;2505017;620440;KU2;XMUN
Active;Active;MVISE AG O.N.;DE0006204589;52925;2505018;620458;C1V;XBER
Active;Active;KAP AG  INH O.N.;DE0006208408;119880;3902163;620840;IUR;XFRA
Active;Active;MUELLER-LILA LOG. INH ON;DE0006214687;52926;2505019;621468;MLL;XFRA
Active;Active;JUNGHEINRICH AG O.N.VZO;DE0006219934;52927;2505020;621993;Jun 03;XHAM
Active;Active;PROCREDIT HLDG AG NA EO 5;DE0006223407;52928;2505021;622340;PCZ;XFRA
Active;Active;INTERTAINMENT AG INH O.N.;DE0006223605;52929;2505022;622360;ITN;XFRA
Active;Active;INFINEON TECH.AG NA O.N.;DE0006231004;52931;2505024;623100;IFX;XFRA
Active;Active;OVB HOLDING AG;DE0006286560;52933;2505026;628656;O4B;XFRA
Active;Active;ISHS ESTXX BNKS.30-15 D;DE0006289309;52934;2505027;628930;EXX1;XFRA
Active;Active;IS.DJ GLOB.TITAN.50 U.ETF;DE0006289382;52936;2505029;628938;EXI2;XFRA
Active;Active;IS.DJ INDUST.AVERAG.U.ETF;DE0006289390;52937;2505030;628939;EXI3;XFRA
Active;Active;ISH.EB.REXX GOV.GER.U.ETF;DE0006289465;52938;2505031;628946;EXHA;XFRA
Active;Active;I.EB.R.G.G.1.5-2.5Y UEEOD;DE0006289473;52939;2505032;628947;EXHB;XFRA
Active;Active;I.EB.R.GO.G.2.5-5.5 U.ETF;DE0006289481;52940;2505033;628948;EXHC;XFRA
Active;Active;I.EB.R.G.G.5.5-10.5 U.ETF;DE0006289499;52941;2505034;628949;EXHD;XFRA
Active;Active;KSB SE+CO.KGAA  ST O.N.;DE0006292006;52942;2505035;629200;KSB;XFRA
Active;Active;KSB SE+CO.KGAA VZO O.N.;DE0006292030;52943;2505036;629203;KSB3;XFRA
Active;Active;DEUTZ AG O.N.;DE0006305006;52944;2505037;630500;DEZ;XDUS
Active;Active;KRONES AG O.N.;DE0006335003;52945;2505038;633500;KRN;XMUN
Active;Active;LPKF LASER+ELECTRON.;DE0006450000;52946;2505039;645000;LPK;XFRA
Active;Active;NEMETSCHEK SE O.N.;DE0006452907;52947;2505040;645290;NEM;XFRA
